task,setup,released_decision_acc,stacked_y_equals_3_param_default_stacked_y,stacked_pred|stacked_y|higher|tie=0,stacked_pred|stacked_y|higher|tie=0.5,stacked_pred|stacked_y|higher|tie=1,stacked_pred|stacked_y|lower|tie=0,stacked_pred|stacked_y|lower|tie=0.5,stacked_pred|stacked_y|lower|tie=1,stacked_pred|step_2_y|higher|tie=0,stacked_pred|step_2_y|higher|tie=0.5,stacked_pred|step_2_y|higher|tie=1,stacked_pred|step_2_y|lower|tie=0,stacked_pred|step_2_y|lower|tie=0.5,stacked_pred|step_2_y|lower|tie=1,stacked_pred|one_b_default_seed|higher|tie=0,stacked_pred|one_b_default_seed|higher|tie=0.5,stacked_pred|one_b_default_seed|higher|tie=1,stacked_pred|one_b_default_seed|lower|tie=0,stacked_pred|one_b_default_seed|lower|tie=0.5,stacked_pred|one_b_default_seed|lower|tie=1,stacked_pred|one_b_three_seed_mean|higher|tie=0,stacked_pred|one_b_three_seed_mean|higher|tie=0.5,stacked_pred|one_b_three_seed_mean|higher|tie=1,stacked_pred|one_b_three_seed_mean|lower|tie=0,stacked_pred|one_b_three_seed_mean|lower|tie=0.5,stacked_pred|one_b_three_seed_mean|lower|tie=1,step_2_pred|stacked_y|higher|tie=0,step_2_pred|stacked_y|higher|tie=0.5,step_2_pred|stacked_y|higher|tie=1,step_2_pred|stacked_y|lower|tie=0,step_2_pred|stacked_y|lower|tie=0.5,step_2_pred|stacked_y|lower|tie=1,step_2_pred|step_2_y|higher|tie=0,step_2_pred|step_2_y|higher|tie=0.5,step_2_pred|step_2_y|higher|tie=1,step_2_pred|step_2_y|lower|tie=0,step_2_pred|step_2_y|lower|tie=0.5,step_2_pred|step_2_y|lower|tie=1,step_2_pred|one_b_default_seed|higher|tie=0,step_2_pred|one_b_default_seed|higher|tie=0.5,step_2_pred|one_b_default_seed|higher|tie=1,step_2_pred|one_b_default_seed|lower|tie=0,step_2_pred|one_b_default_seed|lower|tie=0.5,step_2_pred|one_b_default_seed|lower|tie=1,step_2_pred|one_b_three_seed_mean|higher|tie=0,step_2_pred|one_b_three_seed_mean|higher|tie=0.5,step_2_pred|one_b_three_seed_mean|higher|tie=1,step_2_pred|one_b_three_seed_mean|lower|tie=0,step_2_pred|one_b_three_seed_mean|lower|tie=0.5,step_2_pred|one_b_three_seed_mean|lower|tie=1,matches_reference_convention,matched_by_any_convention
arc_easy,5_param-1_step-ai2,0.8,False,0.8033333333333333,0.8033333333333333,0.8033333333333333,0.19666666666666666,0.19666666666666666,0.19666666666666666,0.8033333333333333,0.8033333333333333,0.8033333333333333,0.19666666666666666,0.19666666666666666,0.19666666666666666,0.8,0.8,0.8,0.2,0.2,0.2,0.7966666666666666,0.7966666666666666,0.7966666666666666,0.20333333333333334,0.20333333333333334,0.20333333333333334,0.8033333333333333,0.8033333333333333,0.8033333333333333,0.19666666666666666,0.19666666666666666,0.19666666666666666,0.8033333333333333,0.8033333333333333,0.8033333333333333,0.19666666666666666,0.19666666666666666,0.19666666666666666,0.8,0.8,0.8,0.2,0.2,0.2,0.7966666666666666,0.7966666666666666,0.7966666666666666,0.20333333333333334,0.20333333333333334,0.20333333333333334,False,True
boolq,3_param-default,0.6033333333333334,True,0.6,0.6016666666666667,0.6033333333333334,0.39666666666666667,0.3983333333333333,0.4,0.6,0.6016666666666667,0.6033333333333334,0.39666666666666667,0.3983333333333333,0.4,0.6,0.6016666666666667,0.6033333333333334,0.39666666666666667,0.3983333333333333,0.4,0.6933333333333334,0.6933333333333334,0.6933333333333334,0.30666666666666664,0.30666666666666664,0.30666666666666664,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.74,0.74,0.74,0.26,0.26,0.26,False,True
boolq,2_param-default,0.5766666666666667,True,0.5733333333333334,0.575,0.5766666666666667,0.42333333333333334,0.425,0.4266666666666667,0.5733333333333334,0.575,0.5766666666666667,0.42333333333333334,0.425,0.4266666666666667,0.5733333333333334,0.575,0.5766666666666667,0.42333333333333334,0.425,0.4266666666666667,0.6733333333333333,0.6733333333333333,0.6733333333333333,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.74,0.74,0.74,0.26,0.26,0.26,False,True
boolq,5_param-ai2,0.59,False,0.28,0.28,0.28,0.72,0.72,0.72,0.5866666666666667,0.5883333333333334,0.59,0.41,0.4116666666666667,0.41333333333333333,0.5866666666666667,0.5883333333333334,0.59,0.41,0.4116666666666667,0.41333333333333333,0.6866666666666666,0.6866666666666666,0.6866666666666666,0.31333333333333335,0.31333333333333335,0.31333333333333335,0.20666666666666667,0.20666666666666667,0.20666666666666667,0.7933333333333333,0.7933333333333333,0.7933333333333333,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.6466666666666666,0.6483333333333333,0.65,0.35,0.3516666666666667,0.35333333333333333,0.74,0.74,0.74,0.26,0.26,0.26,False,True
boolq,3_param-1_step,0.6166666666666667,False,0.63,0.63,0.63,0.37,0.37,0.37,0.63,0.63,0.63,0.37,0.37,0.37,0.6133333333333333,0.615,0.6166666666666667,0.38333333333333336,0.385,0.38666666666666666,0.6266666666666667,0.6266666666666667,0.6266666666666667,0.37333333333333335,0.37333333333333335,0.37333333333333335,0.63,0.63,0.63,0.37,0.37,0.37,0.63,0.63,0.63,0.37,0.37,0.37,0.6133333333333333,0.615,0.6166666666666667,0.38333333333333336,0.385,0.38666666666666666,0.6266666666666667,0.6266666666666667,0.6266666666666667,0.37333333333333335,0.37333333333333335,0.37333333333333335,False,True
boolq,5_param-1_step-ai2,0.58,False,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,0.4,0.4,0.5766666666666667,0.5783333333333334,0.58,0.42,0.4216666666666667,0.42333333333333334,0.5966666666666667,0.5966666666666667,0.5966666666666667,0.4033333333333333,0.4033333333333333,0.4033333333333333,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,0.4,0.4,0.5766666666666667,0.5783333333333334,0.58,0.42,0.4216666666666667,0.42333333333333334,0.5966666666666667,0.5966666666666667,0.5966666666666667,0.4033333333333333,0.4033333333333333,0.4033333333333333,False,True
boolq,3_param-default-helper_points,0.59,True,0.5866666666666667,0.5883333333333334,0.59,0.41,0.4116666666666667,0.41333333333333333,0.5866666666666667,0.5883333333333334,0.59,0.41,0.4116666666666667,0.41333333333333333,0.5866666666666667,0.5883333333333334,0.59,0.41,0.4116666666666667,0.41333333333333333,0.68,0.68,0.68,0.32,0.32,0.32,0.62,0.6216666666666667,0.6233333333333333,0.37666666666666665,0.37833333333333335,0.38,0.62,0.6216666666666667,0.6233333333333333,0.37666666666666665,0.37833333333333335,0.38,0.62,0.6216666666666667,0.6233333333333333,0.37666666666666665,0.37833333333333335,0.38,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True
boolq,3_param-default-step2=0.5,0.6133333333333333,True,0.61,0.6116666666666667,0.6133333333333333,0.38666666666666666,0.3883333333333333,0.39,0.61,0.6116666666666667,0.6133333333333333,0.38666666666666666,0.3883333333333333,0.39,0.61,0.6116666666666667,0.6133333333333333,0.38666666666666666,0.3883333333333333,0.39,0.71,0.71,0.71,0.29,0.29,0.29,0.65,0.6516666666666666,0.6533333333333333,0.3466666666666667,0.34833333333333333,0.35,0.65,0.6516666666666666,0.6533333333333333,0.3466666666666667,0.34833333333333333,0.35,0.65,0.6516666666666666,0.6533333333333333,0.3466666666666667,0.34833333333333333,0.35,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.2833333333333333,0.2833333333333333,0.2833333333333333,False,True
boolq,3_param-default-helper_points-step2=0.5,0.5866666666666667,True,0.5833333333333334,0.585,0.5866666666666667,0.41333333333333333,0.415,0.4166666666666667,0.5833333333333334,0.585,0.5866666666666667,0.41333333333333333,0.415,0.4166666666666667,0.5833333333333334,0.585,0.5866666666666667,0.41333333333333333,0.415,0.4166666666666667,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.66,0.6616666666666666,0.6633333333333333,0.33666666666666667,0.3383333333333333,0.34,0.66,0.6616666666666666,0.6633333333333333,0.33666666666666667,0.3383333333333333,0.34,0.66,0.6616666666666666,0.6633333333333333,0.33666666666666667,0.3383333333333333,0.34,0.7266666666666667,0.7266666666666667,0.7266666666666667,0.2733333333333333,0.2733333333333333,0.2733333333333333,False,True
csqa,5_param-ai2,0.6633333333333333,False,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.8266666666666667,0.8266666666666667,0.8266666666666667,0.66,0.6633333333333333,0.6666666666666666,0.3333333333333333,0.33666666666666667,0.34,0.66,0.6633333333333333,0.6666666666666666,0.3333333333333333,0.33666666666666667,0.34,0.73,0.7316666666666667,0.7333333333333333,0.26666666666666666,0.2683333333333333,0.27,0.13,0.13,0.13,0.87,0.87,0.87,0.6833333333333333,0.6866666666666666,0.69,0.31,0.31333333333333335,0.31666666666666665,0.6833333333333333,0.6866666666666666,0.69,0.31,0.31333333333333335,0.31666666666666665,0.7333333333333333,0.735,0.7366666666666667,0.2633333333333333,0.265,0.26666666666666666,False,True
csqa,3_param-1_step,0.7966666666666665,False,0.7966666666666666,0.8016666666666666,0.8066666666666666,0.19333333333333333,0.19833333333333333,0.20333333333333334,0.7966666666666666,0.8016666666666666,0.8066666666666666,0.19333333333333333,0.19833333333333333,0.20333333333333334,0.7933333333333333,0.7966666666666666,0.8,0.2,0.20333333333333334,0.20666666666666667,0.82,0.8216666666666667,0.8233333333333334,0.17666666666666667,0.17833333333333334,0.18,0.7966666666666666,0.8016666666666666,0.8066666666666666,0.19333333333333333,0.19833333333333333,0.20333333333333334,0.7966666666666666,0.8016666666666666,0.8066666666666666,0.19333333333333333,0.19833333333333333,0.20333333333333334,0.7933333333333333,0.7966666666666666,0.8,0.2,0.20333333333333334,0.20666666666666667,0.82,0.8216666666666667,0.8233333333333334,0.17666666666666667,0.17833333333333334,0.18,False,True
csqa,5_param-1_step-ai2,0.6333333333333333,False,0.6333333333333333,0.6383333333333333,0.6433333333333333,0.3566666666666667,0.3616666666666667,0.36666666666666664,0.6333333333333333,0.6383333333333333,0.6433333333333333,0.3566666666666667,0.3616666666666667,0.36666666666666664,0.63,0.6333333333333333,0.6366666666666667,0.36333333333333334,0.36666666666666664,0.37,0.6666666666666666,0.6683333333333333,0.67,0.33,0.33166666666666667,0.3333333333333333,0.6333333333333333,0.6383333333333333,0.6433333333333333,0.3566666666666667,0.3616666666666667,0.36666666666666664,0.6333333333333333,0.6383333333333333,0.6433333333333333,0.3566666666666667,0.3616666666666667,0.36666666666666664,0.63,0.6333333333333333,0.6366666666666667,0.36333333333333334,0.36666666666666664,0.37,0.6666666666666666,0.6683333333333333,0.67,0.33,0.33166666666666667,0.3333333333333333,False,True
hellaswag,5_param-ai2,0.8066666666666665,False,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.7133333333333334,0.7133333333333334,0.7133333333333334,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.19333333333333333,0.19333333333333333,0.19333333333333333,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.19333333333333333,0.19333333333333333,0.19333333333333333,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.19333333333333333,0.19333333333333333,0.19333333333333333,0.28,0.28,0.28,0.72,0.72,0.72,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.19333333333333333,0.19333333333333333,0.19333333333333333,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.19333333333333333,0.19333333333333333,0.19333333333333333,0.8133333333333334,0.8133333333333334,0.8133333333333334,0.18666666666666668,0.18666666666666668,0.18666666666666668,False,True
hellaswag,3_param-1_step,0.91,False,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.1,0.91,0.91,0.91,0.09,0.09,0.09,0.91,0.91,0.91,0.09,0.09,0.09,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.1,0.91,0.91,0.91,0.09,0.09,0.09,0.91,0.91,0.91,0.09,0.09,0.09,False,True
hellaswag,5_param-1_step-ai2,0.7533333333333333,False,0.7633333333333333,0.7633333333333333,0.7633333333333333,0.23666666666666666,0.23666666666666666,0.23666666666666666,0.7633333333333333,0.7633333333333333,0.7633333333333333,0.23666666666666666,0.23666666666666666,0.23666666666666666,0.7533333333333333,0.7533333333333333,0.7533333333333333,0.24666666666666667,0.24666666666666667,0.24666666666666667,0.76,0.76,0.76,0.24,0.24,0.24,0.7633333333333333,0.7633333333333333,0.7633333333333333,0.23666666666666666,0.23666666666666666,0.23666666666666666,0.7633333333333333,0.7633333333333333,0.7633333333333333,0.23666666666666666,0.23666666666666666,0.23666666666666666,0.7533333333333333,0.7533333333333333,0.7533333333333333,0.24666666666666667,0.24666666666666667,0.24666666666666667,0.76,0.76,0.76,0.24,0.24,0.24,False,True
mmlu,5_param-ai2,0.8733333333333333,False,0.11,0.11,0.11,0.89,0.89,0.89,0.8733333333333333,0.8733333333333333,0.8733333333333333,0.12666666666666668,0.12666666666666668,0.12666666666666668,0.8733333333333333,0.8733333333333333,0.8733333333333333,0.12666666666666668,0.12666666666666668,0.12666666666666668,0.8766666666666667,0.8766666666666667,0.8766666666666667,0.12333333333333334,0.12333333333333334,0.12333333333333334,0.09666666666666666,0.09666666666666666,0.09666666666666666,0.9033333333333333,0.9033333333333333,0.9033333333333333,0.88,0.88,0.88,0.12,0.12,0.12,0.88,0.88,0.88,0.12,0.12,0.12,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.11666666666666667,0.11666666666666667,0.11666666666666667,False,True
mmlu,3_param-1_step,0.89,False,0.8966666666666666,0.8966666666666666,0.8966666666666666,0.10333333333333333,0.10333333333333333,0.10333333333333333,0.8966666666666666,0.8966666666666666,0.8966666666666666,0.10333333333333333,0.10333333333333333,0.10333333333333333,0.89,0.89,0.89,0.11,0.11,0.11,0.88,0.88,0.88,0.12,0.12,0.12,0.8966666666666666,0.8966666666666666,0.8966666666666666,0.10333333333333333,0.10333333333333333,0.10333333333333333,0.8966666666666666,0.8966666666666666,0.8966666666666666,0.10333333333333333,0.10333333333333333,0.10333333333333333,0.89,0.89,0.89,0.11,0.11,0.11,0.88,0.88,0.88,0.12,0.12,0.12,False,True
mmlu,5_param-1_step-ai2,0.79,False,0.7966666666666666,0.7966666666666666,0.7966666666666666,0.20333333333333334,0.20333333333333334,0.20333333333333334,0.7966666666666666,0.7966666666666666,0.7966666666666666,0.20333333333333334,0.20333333333333334,0.20333333333333334,0.79,0.79,0.79,0.21,0.21,0.21,0.7933333333333333,0.7933333333333333,0.7933333333333333,0.20666666666666667,0.20666666666666667,0.20666666666666667,0.7966666666666666,0.7966666666666666,0.7966666666666666,0.20333333333333334,0.20333333333333334,0.20333333333333334,0.7966666666666666,0.7966666666666666,0.7966666666666666,0.20333333333333334,0.20333333333333334,0.20333333333333334,0.79,0.79,0.79,0.21,0.21,0.21,0.7933333333333333,0.7933333333333333,0.7933333333333333,0.20666666666666667,0.20666666666666667,0.20666666666666667,False,True
olmes_10_macro_avg,5_param-ai2,0.7866666666666666,False,0.11333333333333333,0.11333333333333333,0.11333333333333333,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.21333333333333335,0.21333333333333335,0.21333333333333335,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.21333333333333335,0.21333333333333335,0.21333333333333335,0.7933333333333333,0.7933333333333333,0.7933333333333333,0.20666666666666667,0.20666666666666667,0.20666666666666667,0.10666666666666667,0.10666666666666667,0.10666666666666667,0.8933333333333333,0.8933333333333333,0.8933333333333333,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.19333333333333333,0.19333333333333333,0.19333333333333333,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.19333333333333333,0.19333333333333333,0.19333333333333333,0.82,0.82,0.82,0.18,0.18,0.18,False,True
